model_id,task,method,ablation,eval_variant,steer_variant,rf_mode,topk,max_accuracy,best_steering_factor
Qwen1.5-32B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.03,1.0,10.0
Qwen1.5-32B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.05,1.0,10.0
Qwen1.5-32B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.07,1.0,8.0
Qwen1.5-32B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.09,1.0,6.0
Qwen1.5-32B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.1,1.0,6.0
Qwen1.5-32B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.5,0.0,10.0
Qwen1.5-32B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,1.0,0.0,10.0
Falcon3-10B-Instruct,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.01,0.02,10.0
Falcon3-10B-Instruct,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.03,0.26,5.0
Falcon3-10B-Instruct,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.05,0.98,6.0
Falcon3-10B-Instruct,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.07,0.98,5.0
Falcon3-10B-Instruct,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.09,1.0,6.0
Falcon3-10B-Instruct,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.1,1.0,5.0
Falcon3-10B-Instruct,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,0.5,0.8,1.0
Falcon3-10B-Instruct,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,single,long,w_rf,1.0,0.18,1.0
Qwen1.5-14B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.01,0.56,10.0
Qwen1.5-14B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.03,0.72,5.0
Qwen1.5-14B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.05,0.86,4.0
Qwen1.5-14B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.07,0.9,4.0
Qwen1.5-14B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.09,0.88,2.0
Qwen1.5-14B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.1,0.82,2.0
Qwen1.5-14B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.5,0.0,10.0
Qwen1.5-14B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,1.0,0.0,10.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.01,0.66,8.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.03,0.74,5.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.05,0.8,4.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.07,0.8,4.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.09,0.72,4.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.1,0.78,2.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.5,0.74,2.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,1.0,0.78,1.0
gemma-3-12b-it,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.01,0.1,5.0
gemma-3-12b-it,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.03,0.36,10.0
gemma-3-12b-it,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.05,0.2,10.0
gemma-3-12b-it,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.07,0.58,10.0
gemma-3-12b-it,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.09,0.68,10.0
gemma-3-12b-it,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.1,0.78,10.0
gemma-3-12b-it,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.5,0.52,6.0
gemma-3-12b-it,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,1.0,0.82,10.0
Qwen1.5-32B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.01,0.68,8.0
Qwen1.5-32B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.03,0.86,10.0
Qwen1.5-32B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.05,0.88,5.0
Qwen1.5-32B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.07,0.82,5.0
Qwen1.5-32B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.09,0.88,5.0
Qwen1.5-32B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.1,0.84,2.0
Qwen1.5-32B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.5,0.0,10.0
Qwen1.5-32B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,1.0,0.0,10.0
Falcon3-10B-Instruct,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.01,0.62,10.0
Falcon3-10B-Instruct,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.03,0.7,10.0
Falcon3-10B-Instruct,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.05,0.78,10.0
Falcon3-10B-Instruct,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.07,0.8,10.0
Falcon3-10B-Instruct,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.09,0.8,10.0
Falcon3-10B-Instruct,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.1,0.8,10.0
Falcon3-10B-Instruct,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,0.5,0.34,1.0
Falcon3-10B-Instruct,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,single,comb,1.0,0.14,1.0
Qwen1.5-14B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.01,0.66,10.0
Qwen1.5-14B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.03,0.58,4.0
Qwen1.5-14B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.05,0.9,6.0
Qwen1.5-14B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.07,0.9,4.0
Qwen1.5-14B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.09,0.68,2.0
Qwen1.5-14B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.1,0.7,2.0
Qwen1.5-14B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.5,0.0,10.0
Qwen1.5-14B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,1.0,0.0,10.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.01,0.78,8.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.03,0.7,4.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.05,0.74,4.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.07,0.74,2.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.09,0.7,2.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.1,0.76,2.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.5,0.76,1.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,1.0,0.5,1.0
gemma-3-12b-it,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.01,0.06,10.0
gemma-3-12b-it,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.03,0.76,10.0
gemma-3-12b-it,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.05,0.78,10.0
gemma-3-12b-it,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.07,0.88,8.0
gemma-3-12b-it,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.09,0.7,8.0
gemma-3-12b-it,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.1,0.7,6.0
gemma-3-12b-it,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.5,0.98,4.0
gemma-3-12b-it,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,1.0,0.86,4.0
Qwen1.5-32B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.01,0.74,8.0
Qwen1.5-32B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.03,0.9,8.0
Qwen1.5-32B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.05,0.92,5.0
Qwen1.5-32B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.07,0.86,5.0
Qwen1.5-32B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.09,0.92,6.0
Qwen1.5-32B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.1,0.8,4.0
Qwen1.5-32B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.5,0.0,10.0
Qwen1.5-32B-Chat,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,1.0,0.0,10.0
Falcon3-10B-Instruct,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.01,0.42,10.0
Falcon3-10B-Instruct,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.03,0.68,10.0
Falcon3-10B-Instruct,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.05,0.74,10.0
Falcon3-10B-Instruct,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.07,0.76,10.0
Falcon3-10B-Instruct,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.09,0.76,10.0
Falcon3-10B-Instruct,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.1,0.78,10.0
Falcon3-10B-Instruct,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,0.5,0.46,1.0
Falcon3-10B-Instruct,from_femaleGeneration-long_to_maleGeneration-long,atp,steer,long,long,comb,1.0,0.16,1.0
Qwen1.5-14B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.01,1.0,10.0
Qwen1.5-14B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.03,1.0,8.0
Qwen1.5-14B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.05,1.0,6.0
Qwen1.5-14B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.07,1.0,6.0
Qwen1.5-14B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.09,1.0,5.0
Qwen1.5-14B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.1,1.0,5.0
Qwen1.5-14B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.5,0.0,10.0
Qwen1.5-14B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,1.0,0.0,10.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.01,1.0,10.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.03,1.0,10.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.05,1.0,10.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.07,1.0,10.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.09,1.0,10.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.1,1.0,10.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.5,1.0,6.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,1.0,0.5510204081632653,1.0
gemma-3-12b-it,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.01,1.0,10.0
gemma-3-12b-it,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.03,1.0,8.0
gemma-3-12b-it,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.05,1.0,8.0
gemma-3-12b-it,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.07,1.0,10.0
gemma-3-12b-it,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.09,1.0,5.0
gemma-3-12b-it,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.1,1.0,6.0
gemma-3-12b-it,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.5,1.0,6.0
gemma-3-12b-it,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,1.0,0.0,10.0
Qwen1.5-32B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.01,1.0,10.0
Qwen1.5-32B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.03,1.0,10.0
Qwen1.5-32B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.05,1.0,8.0
Qwen1.5-32B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.07,1.0,4.0
Qwen1.5-32B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.09,1.0,4.0
Qwen1.5-32B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.1,1.0,4.0
Qwen1.5-32B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.5,0.0,10.0
Qwen1.5-32B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,1.0,0.0,10.0
Falcon3-10B-Instruct,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.01,1.0,10.0
Falcon3-10B-Instruct,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.03,1.0,6.0
Falcon3-10B-Instruct,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.05,1.0,6.0
Falcon3-10B-Instruct,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.07,1.0,6.0
Falcon3-10B-Instruct,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.09,1.0,6.0
Falcon3-10B-Instruct,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.1,1.0,6.0
Falcon3-10B-Instruct,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,0.5,0.6,1.0
Falcon3-10B-Instruct,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,single,w_rf,1.0,0.3,1.0
Qwen1.5-14B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.01,1.0,8.0
Qwen1.5-14B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.03,1.0,6.0
Qwen1.5-14B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.05,1.0,4.0
Qwen1.5-14B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.07,1.0,10.0
Qwen1.5-14B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.09,1.0,10.0
Qwen1.5-14B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.1,1.0,10.0
Qwen1.5-14B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.5,0.0,10.0
Qwen1.5-14B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,1.0,0.0,10.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.01,1.0,10.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.03,1.0,10.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.05,1.0,10.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.07,1.0,10.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.09,1.0,6.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.1,1.0,6.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.5,1.0,1.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,1.0,0.3469387755102041,6.0
gemma-3-12b-it,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.01,1.0,10.0
gemma-3-12b-it,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.03,1.0,5.0
gemma-3-12b-it,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.05,1.0,4.0
gemma-3-12b-it,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.07,1.0,4.0
gemma-3-12b-it,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.09,1.0,10.0
gemma-3-12b-it,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.1,1.0,10.0
gemma-3-12b-it,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.5,1.0,4.0
gemma-3-12b-it,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,1.0,1.0,2.0
Qwen1.5-32B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.01,1.0,10.0
Qwen1.5-32B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.03,1.0,10.0
Qwen1.5-32B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.05,1.0,10.0
Qwen1.5-32B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.07,1.0,8.0
Qwen1.5-32B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.09,1.0,10.0
Qwen1.5-32B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.1,1.0,10.0
Qwen1.5-32B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.5,0.0,10.0
Qwen1.5-32B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,1.0,0.0,10.0
Falcon3-10B-Instruct,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.01,0.7,10.0
Falcon3-10B-Instruct,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.03,0.98,6.0
Falcon3-10B-Instruct,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.05,1.0,6.0
Falcon3-10B-Instruct,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.07,1.0,6.0
Falcon3-10B-Instruct,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.09,1.0,6.0
Falcon3-10B-Instruct,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.1,1.0,6.0
Falcon3-10B-Instruct,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,0.5,0.0,10.0
Falcon3-10B-Instruct,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,single,long,w_rf,1.0,0.18,1.0
Qwen1.5-14B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.01,0.64,10.0
Qwen1.5-14B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.03,0.94,10.0
Qwen1.5-14B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.05,0.98,8.0
Qwen1.5-14B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.07,0.98,6.0
Qwen1.5-14B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.09,0.94,4.0
Qwen1.5-14B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.1,0.9,4.0
Qwen1.5-14B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.5,0.06,1.0
Qwen1.5-14B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,1.0,0.0,10.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.01,0.78,6.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.03,0.76,2.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.05,0.78,2.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.07,0.76,1.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.09,0.76,1.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.1,0.78,1.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.5,0.8,1.0
OLMo-2-1124-13B-DPO,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,1.0,0.78,1.0
gemma-3-12b-it,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.01,0.86,10.0
gemma-3-12b-it,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.03,0.94,5.0
gemma-3-12b-it,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.05,0.96,8.0
gemma-3-12b-it,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.07,0.98,5.0
gemma-3-12b-it,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.09,0.98,5.0
gemma-3-12b-it,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.1,0.98,6.0
gemma-3-12b-it,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.5,0.92,4.0
gemma-3-12b-it,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,1.0,0.82,10.0
Qwen1.5-32B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.01,0.88,10.0
Qwen1.5-32B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.03,0.92,6.0
Qwen1.5-32B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.05,0.9,4.0
Qwen1.5-32B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.07,0.88,2.0
Qwen1.5-32B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.09,0.9,2.0
Qwen1.5-32B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.1,0.86,2.0
Qwen1.5-32B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.5,0.0,10.0
Qwen1.5-32B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,1.0,0.0,10.0
Falcon3-10B-Instruct,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.01,0.72,10.0
Falcon3-10B-Instruct,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.03,0.58,5.0
Falcon3-10B-Instruct,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.05,0.56,6.0
Falcon3-10B-Instruct,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.07,0.66,5.0
Falcon3-10B-Instruct,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.09,0.7,5.0
Falcon3-10B-Instruct,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.1,0.74,5.0
Falcon3-10B-Instruct,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,0.5,0.56,1.0
Falcon3-10B-Instruct,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,single,comb,1.0,0.14,1.0
Qwen1.5-14B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,long,comb,0.01,0.26,10.0
Qwen1.5-14B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,long,comb,0.03,0.92,8.0
Qwen1.5-14B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,long,comb,0.05,0.94,8.0
Qwen1.5-14B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,long,comb,0.07,0.96,6.0
Qwen1.5-14B-Chat,from_femaleGeneration-single_to_maleGeneration-single,atp,steer,long,long,comb,0.09,0.86,5.0
